Frecuencia (Hz)	volumen (dB)
2250,219727	-93,341034
2252,911377	-95,830528
2255,603027	-95,292900
2258,294678	-92,682617
2260,986328	-94,782494
2263,677979	-95,412827
2266,369629	-98,008263
2269,061279	-96,676216
2271,752930	-94,592140
2274,444580	-94,387291
2277,136230	-94,022545
2279,827881	-90,790207
2282,519531	-96,019463
2285,211182	-94,946350
2287,902832	-94,674660
2290,594482	-95,698868
2293,286133	-95,491531
2295,977783	-94,616882
2298,669434	-95,651535
2301,361084	-96,750084
2304,052734	-96,503342
2306,744385	-95,422562
2309,436035	-94,599152
2312,127686	-97,012009
2314,819336	-96,694832
2317,510986	-96,773628
2320,202637	-96,651360
2322,894287	-96,915039
2325,585938	-96,658829
2328,277588	-95,606766
2330,969238	-95,282181
2333,660889	-96,017342
2336,352539	-96,623444
2339,044189	-95,600525
2341,735840	-94,885155
2344,427490	-96,905975
2347,119141	-95,744476
2349,810791	-95,585358
2352,502441	-96,314629
2355,194092	-98,001884
2357,885742	-97,273743
2360,577393	-97,174072
2363,269043	-95,288284
2365,960693	-96,900452
2368,652344	-97,435074
2371,343994	-97,548782
2374,035645	-96,702271
2376,727295	-97,152069
2379,418945	-95,979164
2382,110596	-97,685883
2384,802246	-96,729500
2387,493896	-97,085945
2390,185547	-96,083374
2392,877197	-96,329720
2395,568848	-96,336609
2398,260498	-97,594910
2400,952148	-96,830391
2403,643799	-96,591347
2406,335449	-98,876427
2409,027100	-96,326508
2411,718750	-96,971161
2414,410400	-93,860565
2417,102051	-96,180458
2419,793701	-96,393921
2422,485352	-95,634056
2425,177002	-96,054398
2427,868652	-96,616714
2430,560303	-97,153412
2433,251953	-97,555336
2435,943604	-96,601067
2438,635254	-95,553024
2441,326904	-96,868065
2444,018555	-95,679207
2446,710205	-97,406570
2449,401855	-97,444817
2452,093506	-97,081108
2454,785156	-97,471573
2457,476807	-97,311302
2460,168457	-96,415627
2462,860107	-95,012337
2465,551758	-96,932137
2468,243408	-96,421570
2470,935059	-97,111519
2473,626709	-97,388046
2476,318359	-97,952164
2479,010010	-99,283752
2481,701660	-99,014969
