Frecuencia (Hz)	volumen (dB)
3057,714844	-95,850388
3060,406494	-97,377548
3063,098145	-97,396538
3065,789795	-97,851471
3068,481445	-97,759674
3071,173096	-96,424225
3073,864746	-98,542305
3076,556396	-96,469833
3079,248047	-96,581825
3081,939697	-98,789894
3084,631348	-99,646713
3087,322998	-95,919334
3090,014648	-96,664253
3092,706299	-97,069839
3095,397949	-97,610054
3098,089600	-97,503891
3100,781250	-97,341583
3103,472900	-99,345398
3106,164551	-96,862366
3108,856201	-96,157677
3111,547852	-97,375992
3114,239502	-97,155220
3116,931152	-97,320869
3119,622803	-97,197258
3122,314453	-98,306435
3125,006104	-96,704109
3127,697754	-98,810806
3130,389404	-97,508415
3133,081055	-97,954468
3135,772705	-98,750885
3138,464355	-97,812073
3141,156006	-99,226509
3143,847656	-97,375870
3146,539307	-97,542809
3149,230957	-98,089348
3151,922607	-98,239601
3154,614258	-97,192123
3157,305908	-96,287895
3159,997559	-98,916458
3162,689209	-97,780960
3165,380859	-96,666504
3168,072510	-98,151497
3170,764160	-99,377937
3173,455811	-97,434441
3176,147461	-98,147697
3178,839111	-98,647011
3181,530762	-97,744850
3184,222412	-97,276360
3186,914063	-97,937294
3189,605713	-96,837395
3192,297363	-97,404129
3194,989014	-96,855003
