Frecuencia (Hz)	volumen (dB)
2974,273682	-99,744873
2976,965332	-91,227753
2979,656982	-99,224342
2982,348633	-98,847214
2985,040283	-98,238396
2987,731934	-98,785347
2990,423584	-99,957001
2993,115234	-99,656219
2995,806885	-98,912659
2998,498535	-97,229004
3001,190186	-97,699814
3003,881836	-98,506088
3006,573486	-99,091019
3009,265137	-99,911095
3011,956787	-98,736061
3014,648438	-98,910858
3017,340088	-100,031601
3020,031738	-99,835678
3022,723389	-99,338699
3025,415039	-100,007370
3028,106689	-99,140770
3030,798340	-98,584000
3033,489990	-98,257828
3036,181641	-94,682922
3038,873291	-98,648102
3041,564941	-99,342171
3044,256592	-99,556870
3046,948242	-100,258980
3049,639893	-100,419907
3052,331543	-99,987701
3055,023193	-98,855202
3057,714844	-99,115883
3060,406494	-99,383995
3063,098145	-100,246696
3065,789795	-98,434090
3068,481445	-99,950226
3071,173096	-98,539772
3073,864746	-98,280815
3076,556396	-98,535057
3079,248047	-99,105003
3081,939697	-99,226089
3084,631348	-98,541801
3087,322998	-101,227356
3090,014648	-100,325066
3092,706299	-97,987305
3095,397949	-100,341293
3098,089600	-99,402138
3100,781250	-100,139381
3103,472900	-100,351852
3106,164551	-100,848572
3108,856201	-99,376427
3111,547852	-99,519447
3114,239502	-99,196579
3116,931152	-98,204247
3119,622803	-99,495804
3122,314453	-99,849762
3125,006104	-100,384315
3127,697754	-99,724846
3130,389404	-100,225441
3133,081055	-99,256279
3135,772705	-99,642990
3138,464355	-100,238411
3141,156006	-98,267281
3143,847656	-99,838997
3146,539307	-99,832176
3149,230957	-99,793694
3151,922607	-100,889435
3154,614258	-100,652206
3157,305908	-101,257172
3159,997559	-99,625328
3162,689209	-98,731354
3165,380859	-98,890457
3168,072510	-99,657211
3170,764160	-99,144432
3173,455811	-99,630402
3176,147461	-100,244797
3178,839111	-101,347832
3181,530762	-99,245277
3184,222412	-100,866302
3186,914063	-101,607475
3189,605713	-99,888405
3192,297363	-99,129150
3194,989014	-98,558281
